X: 238, Y: 98, ID: 1, ROTATE: 0 
X: 517, Y: 278, ID: 2, ROTATE: 0 
X: 729, Y: 96, ID: 0, ROTATE: 0 
X: 110, Y: 87, ID: 0, ROTATE: 0 
X: 110, Y: 87, ID: 0, ROTATE: 0 
X: 110, Y: 211, ID: 1, ROTATE: 0 
X: 110, Y: 335, ID: 2, ROTATE: 0 
X: 486, Y: 434, ID: 3, ROTATE: 0 
X: 110, Y: 335, ID: 2, ROTATE: 0 
X: 110, Y: 335, ID: 2, ROTATE: 0 
X: 110, Y: 87, ID: 0, ROTATE: 0 
X: 110, Y: 459, ID: 3, ROTATE: 0 
